flow_id,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,noofpackets,packets
10.10.10.165-22.174.217.240-80-62569-3739,10.10.10.165,22.174.217.240,80,62569,6,2024-06-01 16:09:43,0.041484832763671875,2747992.275862069,48210.3908045977,24105.19540229885,24105.19540229885,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.041484832763671875,0.041484832763671875,0.041484832763671875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5031_5032
10.10.10.165-128.73.137.184-80-62576-3743,10.10.10.165,128.73.137.184,80,62576,6,2024-06-01 16:09:43,0.044345855712890625,2570702.4516129033,45100.04301075269,22550.021505376346,22550.021505376346,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.044345855712890625,0.044345855712890625,0.044345855712890625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5037_5038
10.10.10.165-223.198.69.124-80-62581-3744,10.10.10.165,223.198.69.124,80,62581,6,2024-06-01 16:09:43,0.040531158447265625,2812650.9176470586,49344.75294117647,24672.376470588235,24672.376470588235,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.040531158447265625,0.040531158447265625,0.040531158447265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5040_5041
118.0.225.16-10.10.10.165-62680-80-3703,118.0.225.16,10.10.10.165,62680,80,6,2024-06-01 16:09:43,142.83347129821777,2016.3341084016179,21.003480295850185,14.002320197233457,7.001160098616729,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,71.41673564910889,142.7905559539795,0.04291534423828125,71.3738203048706,142.83347129821777,142.83347129821777,142.83347129821777,142.83347129821777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4983_5053_5054
10.10.10.165-165.245.200.219-80-62682-3754,10.10.10.165,165.245.200.219,80,62682,6,2024-06-01 16:09:43,0.0133514404296875,8538404.57142857,149796.57142857142,74898.28571428571,74898.28571428571,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0133514404296875,0.0133514404296875,0.0133514404296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5055_5056
74.187.143.154-10.10.10.165-62686-80-3708,74.187.143.154,10.10.10.165,62686,80,6,2024-06-01 16:09:43,131.32548332214355,2193.024481726302,22.844005017982315,15.229336678654876,7.614668339327438,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,65.66274166107178,131.28972053527832,0.035762786865234375,65.62697887420654,131.32548332214355,131.32548332214355,131.32548332214355,131.32548332214355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4994_5058_5059
10.10.10.165-6.121.164.58-80-62716-3759,10.10.10.165,6.121.164.58,80,62716,6,2024-06-01 16:09:43,0.03409385681152344,3343710.881118881,58661.594405594406,29330.797202797203,29330.797202797203,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03409385681152344,0.03409385681152344,0.03409385681152344,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5067_5068
10.10.10.165-111.155.9.228-80-62762-3768,10.10.10.165,111.155.9.228,80,62762,6,2024-06-01 16:09:43,0.03838539123535156,2969879.850931677,52103.1552795031,26051.57763975155,26051.57763975155,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03838539123535156,0.03838539123535156,0.03838539123535156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5078_5079
10.10.10.165-180.40.133.149-80-62836-3776,10.10.10.165,180.40.133.149,80,62836,6,2024-06-01 16:09:43,0.062465667724609375,1825002.503816794,32017.58778625954,16008.79389312977,16008.79389312977,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.062465667724609375,0.062465667724609375,0.062465667724609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5089_5090
16.142.9.90-10.10.10.165-62837-80-3733,16.142.9.90,10.10.10.165,62837,80,6,2024-06-01 16:09:43,150.7124900817871,1910.9232409584044,19.905450426650045,13.270300284433365,6.635150142216682,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,75.35624504089355,150.6645679473877,0.04792213439941406,75.30832290649414,150.7124900817871,150.7124900817871,150.7124900817871,150.7124900817871,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5025_5095_5096
10.10.10.165-110.157.174.93-80-62838-3779,10.10.10.165,110.157.174.93,80,62838,6,2024-06-01 16:09:43,0.04291534423828125,2656392.533333333,46603.37777777778,23301.68888888889,23301.68888888889,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.04291534423828125,0.04291534423828125,0.04291534423828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5097_5098
10.10.10.165-164.253.247.139-80-62854-3783,10.10.10.165,164.253.247.139,80,62854,6,2024-06-01 16:09:43,0.03647804260253906,3125167.68627451,54827.50326797386,27413.75163398693,27413.75163398693,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03647804260253906,0.03647804260253906,0.03647804260253906,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5103_5104
10.10.10.165-119.107.85.163-80-62895-3788,10.10.10.165,119.107.85.163,80,62895,6,2024-06-01 16:09:43,0.08153915405273438,1398101.3333333333,24528.09356725146,12264.04678362573,12264.04678362573,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.08153915405273438,0.08153915405273438,0.08153915405273438,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5111_5112
10.10.10.165-69.23.80.219-80-62896-3788,10.10.10.165,69.23.80.219,80,62896,6,2024-06-01 16:09:43,0.03814697265625,2988441.6,52428.8,26214.4,26214.4,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03814697265625,0.03814697265625,0.03814697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5113_5114
9.186.163.43-10.10.10.165-62897-80-3749,9.186.163.43,10.10.10.165,62897,80,6,2024-06-01 16:09:43,139.8024559020996,2060.0496474946026,21.45885049473544,14.305900329823627,7.152950164911814,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,69.9012279510498,139.76573944091797,0.036716461181640625,69.86451148986816,139.8024559020996,139.8024559020996,139.8024559020996,139.8024559020996,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5047_5115_5116
10.10.10.165-76.170.242.31-80-62927-3794,10.10.10.165,76.170.242.31,80,62927,6,2024-06-01 16:09:43,0.04220008850097656,2701416.13559322,47393.265536723164,23696.632768361582,23696.632768361582,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.04220008850097656,0.04220008850097656,0.04220008850097656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5125_5126
34.107.243.93-10.10.10.165-443-56132-3696,34.107.243.93,10.10.10.165,443,56132,6,2024-06-01 16:09:43,325.6549835205078,515.8833996146119,9.212203564546641,6.141469043031095,3.0707345215155475,2,1,108,60,54.0,54.0,54.0,0.0,60.0,60.0,60.0,0.0,60,54,56.0,2.8284271247461903,8.0,40,20,20,0,162.8274917602539,325.61397552490234,0.04100799560546875,162.78648376464844,325.6549835205078,325.6549835205078,325.6549835205078,325.6549835205078,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,56.0,64239,62780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4967_5130_5131
10.10.10.165-79.69.121.186-80-62983-3801,10.10.10.165,79.69.121.186,80,62983,6,2024-06-01 16:09:43,0.03314018249511719,3439932.7769784173,60349.69784172662,30174.84892086331,30174.84892086331,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5137_5139
10.10.10.165-223.53.188.165-80-63209-3814,10.10.10.165,223.53.188.165,80,63209,6,2024-06-01 16:09:43,0.031232833862304688,3650005.007633588,64035.17557251908,32017.58778625954,32017.58778625954,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.031232833862304688,0.031232833862304688,0.031232833862304688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5152_5154
10.10.10.165-200.104.80.26-80-63218-3830,10.10.10.165,200.104.80.26,80,63218,6,2024-06-01 16:09:43,0.03218650817871094,3541856.711111111,62137.83703703704,31068.91851851852,31068.91851851852,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03218650817871094,0.03218650817871094,0.03218650817871094,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5170_5172
10.10.10.165-199.137.186.96-80-63219-3831,10.10.10.165,199.137.186.96,80,63219,6,2024-06-01 16:09:43,0.034809112548828125,3275004.493150685,57456.21917808219,28728.109589041094,28728.109589041094,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.034809112548828125,0.034809112548828125,0.034809112548828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5171_5173
10.10.10.165-193.181.125.223-80-63221-3830,10.10.10.165,193.181.125.223,80,63221,6,2024-06-01 16:09:43,0.03504753112792969,3252725.551020408,57065.360544217685,28532.680272108842,28532.680272108842,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03504753112792969,0.03504753112792969,0.03504753112792969,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5174_5176
10.10.10.165-16.15.118.182-80-63222-3831,10.10.10.165,16.15.118.182,80,63222,6,2024-06-01 16:09:43,0.0457763671875,2490368.0,43690.666666666664,21845.333333333332,21845.333333333332,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0457763671875,0.0457763671875,0.0457763671875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5175_5177
10.10.10.165-164.128.235.147-80-63302-3841,10.10.10.165,164.128.235.147,80,63302,6,2024-06-01 16:09:43,0.03361701965332031,3391139.404255319,59493.67375886525,29746.836879432623,29746.836879432623,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03361701965332031,0.03361701965332031,0.03361701965332031,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5189_5191
143.212.162.127-10.10.10.165-63303-80-3806,143.212.162.127,10.10.10.165,63303,80,6,2024-06-01 16:09:43,102.2336483001709,2817.0764204207567,29.344546046049548,19.563030697366365,9.781515348683183,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,51.11682415008545,102.2179126739502,0.015735626220703125,51.101088523864746,102.2336483001709,102.2336483001709,102.2336483001709,102.2336483001709,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5144_5192_5194
10.10.10.165-164.143.157.160-80-63317-3840,10.10.10.165,164.143.157.160,80,63317,6,2024-06-01 16:09:43,0.039577484130859375,2880425.638554217,50533.78313253012,25266.89156626506,25266.89156626506,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.039577484130859375,0.039577484130859375,0.039577484130859375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5195_5197
10.10.10.165-92.216.211.60-80-63318-3841,10.10.10.165,92.216.211.60,80,63318,6,2024-06-01 16:09:43,0.03933906555175781,2897882.7636363637,50840.048484848485,25420.024242424242,25420.024242424242,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03933906555175781,0.03933906555175781,0.03933906555175781,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5196_5198
213.129.106.224-10.10.10.165-63327-80-3815,213.129.106.224,10.10.10.165,63327,80,6,2024-06-01 16:09:43,82.44919776916504,2765.3392169847057,24.257361552497418,24.257361552497418,0.0,2,0,228,0,174.0,54.0,114.0,60.0,0.0,0.0,0.0,0.0,174,54,114.0,60.0,3600.0,40,0,20,1,82.44919776916504,82.44919776916504,82.44919776916504,0.0,82.44919776916504,82.44919776916504,82.44919776916504,82.44919776916504,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,114.0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5155_5201
128.96.114.12-10.10.10.165-63506-80-3847,128.96.114.12,10.10.10.165,63506,80,6,2024-06-01 16:09:44,0.5795955657958984,496898.2114356232,5176.023035787742,3450.6820238584946,1725.3410119292473,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.2897977828979492,0.5438327789306641,0.035762786865234375,0.25403499603271484,0.5795955657958984,0.5795955657958984,0.5795955657958984,0.5795955657958984,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5208_5216_5218
109.198.22.127-10.10.10.165-63507-80-3848,109.198.22.127,10.10.10.165,63507,80,6,2024-06-01 16:09:44,0.4730224609375,608850.5806451613,6342.193548387097,4228.129032258064,2114.064516129032,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.23651123046875,0.4296302795410156,0.043392181396484375,0.19311904907226562,0.4730224609375,0.4730224609375,0.4730224609375,0.4730224609375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5209_5217_5219
107.72.92.216-10.10.10.165-63508-80-3849,107.72.92.216,10.10.10.165,63508,80,6,2024-06-01 16:09:44,0.5176067352294922,556406.9792722248,5795.906034085675,3863.9373560571166,1931.9686780285583,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.2588033676147461,0.48089027404785156,0.036716461181640625,0.22208690643310547,0.5176067352294922,0.5176067352294922,0.5176067352294922,0.5176067352294922,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5210_5220_5222
180.8.125.163-10.10.10.165-63509-80-3850,180.8.125.163,10.10.10.165,63509,80,6,2024-06-01 16:09:44,0.4673004150390625,616305.8938775511,6419.8530612244895,4279.902040816327,2139.9510204081635,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.23365020751953125,0.4253387451171875,0.041961669921875,0.19168853759765625,0.4673004150390625,0.4673004150390625,0.4673004150390625,0.4673004150390625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5211_5221_5223
100.204.210.149-10.10.10.165-63510-80-3851,100.204.210.149,10.10.10.165,63510,80,6,2024-06-01 16:09:44,0.5471706390380859,526344.031372549,5482.750326797385,3655.1668845315903,1827.5834422657952,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.27358531951904297,0.5316734313964844,0.015497207641601562,0.2580881118774414,0.5471706390380859,0.5471706390380859,0.5471706390380859,0.5471706390380859,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5212_5224_5226
15.106.239.235-10.10.10.165-63511-80-3852,15.106.239.235,10.10.10.165,63511,80,6,2024-06-01 16:09:44,0.5037784576416016,571679.8637008992,5954.9985802177,3969.9990534784665,1984.9995267392333,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.2518892288208008,0.4813671112060547,0.022411346435546875,0.2294778823852539,0.5037784576416016,0.5037784576416016,0.5037784576416016,0.5037784576416016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5213_5225_5227
89.230.140.40-10.10.10.165-63513-80-3854,89.230.140.40,10.10.10.165,63513,80,6,2024-06-01 16:09:44,1.1658668518066406,247026.49325153374,2573.19263803681,1715.4617586912066,857.7308793456033,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,0.5829334259033203,1.1324882507324219,0.03337860107421875,0.5495548248291016,1.1658668518066406,1.1658668518066406,1.1658668518066406,1.1658668518066406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5215_5229_5231
10.10.10.165-56.40.113.137-80-63624-3858,10.10.10.165,56.40.113.137,80,63624,6,2024-06-01 16:09:44,0.03409385681152344,3343710.881118881,58661.594405594406,29330.797202797203,29330.797202797203,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03409385681152344,0.03409385681152344,0.03409385681152344,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5241_5243
10.10.10.165-120.223.149.127-80-63659-3865,10.10.10.165,120.223.149.127,80,63659,6,2024-06-01 16:09:44,0.038623809814453125,2951547.2592592593,51781.53086419753,25890.765432098764,25890.765432098764,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.038623809814453125,0.038623809814453125,0.038623809814453125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5250_5251
10.10.10.165-166.148.140.198-80-63681-3871,10.10.10.165,166.148.140.198,80,63681,6,2024-06-01 16:09:44,0.0362396240234375,3145728.0,55188.21052631579,27594.105263157893,27594.105263157893,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0362396240234375,0.0362396240234375,0.0362396240234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5258_5259
10.10.10.165-73.15.25.93-80-63744-3914,10.10.10.165,73.15.25.93,80,63744,6,2024-06-01 16:09:44,0.038623809814453125,2951547.2592592593,51781.53086419753,25890.765432098764,25890.765432098764,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.038623809814453125,0.038623809814453125,0.038623809814453125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5303_5304
10.10.10.165-125.72.110.213-80-63745-3914,10.10.10.165,125.72.110.213,80,63745,6,2024-06-01 16:09:44,0.012874603271484375,8854641.777777778,155344.59259259258,77672.29629629629,77672.29629629629,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.012874603271484375,0.012874603271484375,0.012874603271484375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5305_5306
10.10.10.165-15.169.80.234-80-63746-3914,10.10.10.165,15.169.80.234,80,63746,6,2024-06-01 16:09:44,0.013589859008789062,8388608.0,147168.56140350876,73584.28070175438,73584.28070175438,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.013589859008789062,0.013589859008789062,0.013589859008789062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5307_5308
